Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-450408,"AUF1 (hnRNP D0) binds and destabilizes mRNA",2,56,0.004983536531102607,0.8925737785793957,0.8925737785793957,3,4,3.022974607013301E-4,9606,Homo sapiens,"P11940;P48556","P11940;P48556","R-HSA-450551;R-HSA-450580;R-HSA-450466"
R-HSA-2262752,"Cellular responses to stress",42,737,0.0655869004182611,0.8933265186574235,0.8933265186574235,112,373,0.028189238210399033,9606,Homo sapiens,"Q9UL15;P04114;P28482;P04637;P19793;P35658;P10275;P15692;Q07869;P39023;P68871;P02768;P02647;P62877;P09211;P69905;Q16790;P07237;P06401;P00441;P06400;P05412;P33527;P51812;Q06830;O76024;Q9NQT5;Q96B26;Q9Y4L1;Q8TCT9;O14618;P11021;Q00987;P68104;P19838;P04150;P48556;Q16665;P09601;P0DMM9;P08235;P07203","Q9UL15;P04114;P28482;P04637;P19793;P35658;P10275;P15692;Q07869;P39023;P68871;P02768;P02647;P62877;P09211;P69905;Q16790;P07237;P06401;P00441;P06400;P05412;P33527;P51812;Q06830;O76024;Q9NQT5;Q96B26;Q9Y4L1;Q8TCT9;O14618;P11021;Q00987;P68104;P19838;P04150;P48556;Q16665;P09601;P0DMM9;P08235;P07203","R-HSA-3790137;R-HSA-9712274;R-HSA-400143;R-HSA-3790130;R-HSA-1234179;R-HSA-1234177;R-HSA-450325;R-HSA-1234183;R-HSA-1368065;R-HSA-1234181;R-HSA-8951723;R-HSA-3222546;R-HSA-5251955;R-HSA-381217;R-HSA-5251959;R-HSA-9725885;R-HSA-3786258;R-HSA-3341343;R-HSA-8932284;R-HSA-3222533;R-HSA-9690534;R-HSA-5251942;R-HSA-3371531;R-HSA-9708457;R-HSA-1791066;R-HSA-1235035;R-HSA-3780979;R-HSA-9661405;R-HSA-1235037;R-HSA-9705925;R-HSA-3239014;R-HSA-198746;R-HSA-3299691;R-HSA-9633742;R-HSA-6804998;R-HSA-3777112;R-HSA-9633008;R-HSA-6804996;R-HSA-9707504;R-HSA-517731;R-HSA-8932334;R-HSA-3343700;R-HSA-3780958;R-HSA-9707516;R-HSA-8932322;R-HSA-9661432;R-HSA-1235070;R-HSA-9708536;R-HSA-3132737;R-HSA-8932327;R-HSA-9708517;R-HSA-3371591;R-HSA-8932351;R-HSA-9708525;R-HSA-9633005;R-HSA-3857328;R-HSA-3857329;R-HSA-8932355;R-HSA-9709317;R-HSA-5252041;R-HSA-9708558;R-HSA-3299753;R-HSA-381086;R-HSA-1791108;R-HSA-3857305;R-HSA-9709360;R-HSA-3209109;R-HSA-3857308;R-HSA-9709883;R-HSA-1791150;R-HSA-3323013;R-HSA-5252079;R-HSA-3341296;R-HSA-9709918;R-HSA-168136;R-HSA-8932184;R-HSA-189398;R-HSA-9707586;R-HSA-1791169;R-HSA-9678925;R-HSA-1234163;R-HSA-4568740;R-HSA-1234161;R-HSA-381158;R-HSA-4568737;R-HSA-1234167;R-HSA-1234164;R-HSA-5618099;R-HSA-6804879;R-HSA-1234171;R-HSA-3209177;R-HSA-9707645;R-HSA-1234169;R-HSA-3797202;R-HSA-4647594;R-HSA-1234175;R-HSA-1234172;R-HSA-1234173;R-HSA-4647593;R-HSA-450292;R-HSA-1250272;R-HSA-5618080;R-HSA-3223236;R-HSA-3797196;R-HSA-5618093;R-HSA-3209160;R-HSA-4647613;R-HSA-3697860;R-HSA-1234159;R-HSA-71676;R-HSA-9634669;R-HSA-5693609"
R-HSA-5694530,"Cargo concentration in the ER",1,33,0.0029367268843997507,0.8933429965625688,0.8933429965625688,2,12,9.068923821039903E-4,9606,Homo sapiens,"P01009","P01009","R-HSA-5694428;R-HSA-5694522"
R-HSA-4085001,"Sialic acid metabolism",1,33,0.0029367268843997507,0.8933429965625688,0.8933429965625688,1,16,0.0012091898428053204,9606,Homo sapiens,"Q99519","Q99519","R-HSA-4084999"
R-HSA-1980145,"Signaling by NOTCH2",1,33,0.0029367268843997507,0.8933429965625688,0.8933429965625688,1,20,0.0015114873035066505,9606,Homo sapiens,"Q86YT6","Q86YT6","R-HSA-2172172"
R-HSA-5250941,"Negative epigenetic regulation of rRNA expression",3,78,0.0069413544540357745,0.8980116993669205,0.8980116993669205,3,11,8.313180169286577E-4,9606,Homo sapiens,"Q92769;Q13547;P26358","Q92769;Q13547;P26358","R-HSA-427409;R-HSA-5227490;R-HSA-433672"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",3,78,0.0069413544540357745,0.8980116993669205,0.8980116993669205,5,37,0.0027962515114873035,9606,Homo sapiens,"P05412;P24385;P04637","P05412;P24385;P04637","R-HSA-4395236;R-HSA-4395227;R-HSA-1912406;R-HSA-1912401;R-HSA-1912416"
R-HSA-8932339,"ROS sensing by NFE2L2",2,57,0.005072528254872297,0.8982155716101351,0.8982155716101351,7,8,6.045949214026602E-4,9606,Homo sapiens,"P62877;P48556","P62877;P48556","R-HSA-8932284;R-HSA-9712274;R-HSA-8932334;R-HSA-8932351;R-HSA-8932322;R-HSA-8932355;R-HSA-8932327"
R-HSA-4641258,"Degradation of DVL",2,57,0.005072528254872297,0.8982155716101351,0.8982155716101351,4,7,5.290205562273277E-4,9606,Homo sapiens,"P62877;P48556","P62877;P48556","R-HSA-1504213;R-HSA-1504193;R-HSA-1504190;R-HSA-4641260"
R-HSA-163359,"Glucagon signaling in metabolic regulation",1,34,0.0030257186081694403,0.900347123900251,0.900347123900251,1,6,4.5344619105199517E-4,9606,Homo sapiens,"P17612","P17612","R-HSA-111925"
R-HSA-420092,"Glucagon-type ligand receptors",1,34,0.0030257186081694403,0.900347123900251,0.900347123900251,1,8,6.045949214026602E-4,9606,Homo sapiens,"P43220","P43220","R-HSA-381612"
R-HSA-9683701,"Translation of Structural Proteins",1,34,0.0030257186081694403,0.900347123900251,0.900347123900251,2,37,0.0027962515114873035,9606,Homo sapiens,"Q14697","Q14697","R-HSA-9686790;R-HSA-9683663"
R-HSA-2980766,"Nuclear Envelope Breakdown",2,58,0.005161519978641987,0.9035803706463029,0.9035803706463029,6,13,9.824667472793228E-4,9606,Homo sapiens,"Q8TD19;P35658","Q8TD19;P35658","R-HSA-2984220;R-HSA-2980720;R-HSA-2990880;R-HSA-2984226;R-HSA-2984258;R-HSA-2990882"
R-HSA-2871796,"FCERI mediated MAPK activation",5,119,0.01059001512859304,0.9048929326750078,0.9048929326750078,5,20,0.0015114873035066505,9606,Homo sapiens,"P05412;P01619;P28482;P01599;P80748","P05412;P01619;P28482;P01599;P80748","R-HSA-450292;R-HSA-450325;R-HSA-2730851;R-HSA-168136;R-HSA-2730886"
R-HSA-936440,"Negative regulators of DDX58/IFIH1 signaling",1,35,0.0031147103319391295,0.9068918572495536,0.9068918572495536,1,13,9.824667472793228E-4,9606,Homo sapiens,"Q9UHD2","Q9UHD2","R-HSA-937337"
R-HSA-1483257,"Phospholipid metabolism",10,212,0.018866245439174156,0.9085712435803304,0.9085712435803304,31,205,0.015492744860943168,9606,Homo sapiens,"O00459;Q96PD7;Q99829;P21695;P06276;P14555;P27986;Q92569;P22303;P47712","O00459;Q96PD7;Q99829;P21695;P06276;P14555;P27986;Q92569;P22303;P47712","R-HSA-1482900;R-HSA-1482771;R-HSA-1602398;R-HSA-1482897;R-HSA-1676048;R-HSA-1482907;R-HSA-1482776;R-HSA-1482887;R-HSA-1602377;R-HSA-1482759;R-HSA-1482884;R-HSA-1676109;R-HSA-1482816;R-HSA-1602446;R-HSA-1602368;R-HSA-1482828;R-HSA-1602374;R-HSA-1482889;R-HSA-1482825;R-HSA-1482679;R-HSA-1482868;R-HSA-372519;R-HSA-1482612;R-HSA-1602417;R-HSA-1482685;R-HSA-75889;R-HSA-1482656;R-HSA-1482862;R-HSA-1482604;R-HSA-1482856;R-HSA-5333678"
R-HSA-69239,"Synthesis of DNA",5,120,0.01067900685236273,0.9085821858944738,0.9085821858944738,15,26,0.0019649334945586456,9606,Homo sapiens,"P49642;P62877;P48556;P49643;P12004","P49642;P62877;P48556;P49643;P12004","R-HSA-69152;R-HSA-69063;R-HSA-69127;R-HSA-69068;R-HSA-68913;R-HSA-68946;R-HSA-69074;R-HSA-69140;R-HSA-68948;R-HSA-69142;R-HSA-68950;R-HSA-69144;R-HSA-69016;R-HSA-69053;R-HSA-69116"
R-HSA-72649,"Translation initiation complex formation",2,59,0.005250511702411676,0.9086802009762546,0.9086802009762546,2,2,1.5114873035066505E-4,9606,Homo sapiens,"P11940;Q15056","P11940;Q15056","R-HSA-156808;R-HSA-157849"
R-HSA-351202,"Metabolism of polyamines",2,59,0.005250511702411676,0.9086802009762546,0.9086802009762546,2,15,0.001133615477629988,9606,Homo sapiens,"P48556;P15559","P48556;P15559","R-HSA-353125;R-HSA-350578"
R-HSA-2029481,"FCGR activation",4,101,0.00898816410073863,0.9104889139688018,0.9104889139688018,6,6,4.5344619105199517E-4,9606,Homo sapiens,"P01619;P12318;P01599;P80748","P01619;P12318;P01599;P80748","R-HSA-2029455;R-HSA-2029452;R-HSA-2029449;R-HSA-1861621;R-HSA-2029459;R-HSA-2029457"
R-HSA-5688426,"Deubiquitination",14,283,0.025184657826822106,0.9105036530278809,0.9105036530278809,21,77,0.0058192261185006046,9606,Homo sapiens,"P04637;Q13546;P14735;P13569;P10275;P46736;Q00987;P07550;P48556;P01106;Q16665;P03372;P61586;P25963","P04637;Q13546;P14735;P13569;P10275;P46736;Q00987;P07550;P48556;P01106;Q16665;P03372;P61586;P25963","R-HSA-6783238;R-HSA-6781797;R-HSA-5689972;R-HSA-5689973;R-HSA-5696914;R-HSA-5696627;R-HSA-5691411;R-HSA-5689950;R-HSA-5665854;R-HSA-5696605;R-HSA-5690843;R-HSA-6781897;R-HSA-5689539;R-HSA-5690159;R-HSA-5691439;R-HSA-5665871;R-HSA-5690827;R-HSA-6782106;R-HSA-5696968;R-HSA-5690856;R-HSA-5696872"
R-HSA-9694516,"SARS-CoV-2 Infection",3,81,0.007208329625344843,0.9115099634484487,0.9115099634484487,9,113,0.008539903264812576,9606,Homo sapiens,"Q9BYF1;Q14697;P06400","Q9BYF1;Q14697;P06400","R-HSA-9694579;R-HSA-9694390;R-HSA-9686790;R-HSA-9694661;R-HSA-9699007;R-HSA-9697423;R-HSA-9694287;R-HSA-9698988;R-HSA-9694364"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",1,36,0.003203702055708819,0.9130072907862526,0.9130072907862526,11,11,8.313180169286577E-4,9606,Homo sapiens,"P10275","P10275","R-HSA-5625717;R-HSA-5625797;R-HSA-5625796;R-HSA-5625745;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883;R-HSA-5625738"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",1,36,0.003203702055708819,0.9130072907862526,0.9130072907862526,22,34,0.002569528415961306,9606,Homo sapiens,"Q13546","Q13546","R-HSA-3465429;R-HSA-5218891;R-HSA-9687638;R-HSA-9693978;R-HSA-9686338;R-HSA-9686336;R-HSA-9688832;R-HSA-5357828;R-HSA-5213466;R-HSA-5218906;R-HSA-5675456;R-HSA-5357927;R-HSA-5218905;R-HSA-5213464;R-HSA-5213462;R-HSA-9686922;R-HSA-9687465;R-HSA-9686345;R-HSA-5620975;R-HSA-9687625;R-HSA-9688456;R-HSA-9686920"
R-HSA-76046,"RNA Polymerase III Transcription Initiation",1,36,0.003203702055708819,0.9130072907862526,0.9130072907862526,4,13,9.824667472793228E-4,9606,Homo sapiens,"P14859","P14859","R-HSA-83793;R-HSA-112152;R-HSA-83803;R-HSA-83791"
R-HSA-187687,"Signalling to ERKs",1,36,0.003203702055708819,0.9130072907862526,0.9130072907862526,6,32,0.0024183796856106408,9606,Homo sapiens,"P28482","P28482","R-HSA-9610166;R-HSA-5674385;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156"
R-HSA-5663213,"RHO GTPases Activate WASPs and WAVEs",1,36,0.003203702055708819,0.9130072907862526,0.9130072907862526,1,10,7.557436517533253E-4,9606,Homo sapiens,"P28482","P28482","R-HSA-2029469"
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",2,60,0.005339503426181365,0.9135267031606689,0.9135267031606689,3,6,4.5344619105199517E-4,9606,Homo sapiens,"P11940;Q15056","P11940;Q15056","R-HSA-72647;R-HSA-156808;R-HSA-157849"
R-HSA-187577,"SCF(Skp2)-mediated degradation of p27/p21",2,60,0.005339503426181365,0.9135267031606689,0.9135267031606689,3,7,5.290205562273277E-4,9606,Homo sapiens,"P24385;P48556","P24385;P48556","R-HSA-8848436;R-HSA-187574;R-HSA-8848414"
R-HSA-8866654,"E3 ubiquitin ligases ubiquitinate target proteins",2,60,0.005339503426181365,0.9135267031606689,0.9135267031606689,6,16,0.0012091898428053204,9606,Homo sapiens,"Q9BQE4;P12004","Q9BQE4;P12004","R-HSA-8943080;R-HSA-8943003;R-HSA-8943083;R-HSA-8943007;R-HSA-8943040;R-HSA-8943041"
R-HSA-6794361,"Neurexins and neuroligins",2,60,0.005339503426181365,0.9135267031606689,0.9135267031606689,4,19,0.001435912938331318,9606,Homo sapiens,"Q13224;Q05586","Q13224;Q05586","R-HSA-6794356;R-HSA-6794354;R-HSA-6794336;R-HSA-6794349"
R-HSA-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",2,60,0.005339503426181365,0.9135267031606689,0.9135267031606689,6,39,0.0029474002418379687,9606,Homo sapiens,"P46736;P04637","P46736;P04637","R-HSA-5683735;R-HSA-69891;R-HSA-5693551;R-HSA-5683801;R-HSA-5683385;R-HSA-5693609"
R-HSA-6807878,"COPI-mediated anterograde transport",4,102,0.009077155824508321,0.914270703482372,0.914270703482372,6,12,9.068923821039903E-4,9606,Homo sapiens,"Q9BQQ3;P01308;Q14789;Q08379","Q9BQQ3;P01308;Q14789;Q08379","R-HSA-6807877;R-HSA-6809011;R-HSA-6807875;R-HSA-6809010;R-HSA-6809006;R-HSA-6809003"
R-HSA-9635486,"Infection with Mycobacterium tuberculosis",3,82,0.007297321349114532,0.9156357492671301,0.9156357492671301,3,66,0.004987908101571947,9606,Homo sapiens,"P06733;P28482;P35228","P06733;P28482;P35228","R-HSA-9636261;R-HSA-9636296;R-HSA-9636669"
R-HSA-5678895,"Defective CFTR causes cystic fibrosis",2,61,0.005428495149951054,0.9181311317924976,0.9181311317924976,7,7,5.290205562273277E-4,9606,Homo sapiens,"P13569;P48556","P13569;P48556","R-HSA-5678822;R-HSA-8866854;R-HSA-5678992;R-HSA-8866858;R-HSA-8866857;R-HSA-5679000;R-HSA-8866856"
R-HSA-2559586,"DNA Damage/Telomere Stress Induced Senescence",2,61,0.005428495149951054,0.9181311317924976,0.9181311317924976,5,17,0.001284764207980653,9606,Homo sapiens,"P04637;P06400","P04637;P06400","R-HSA-3786258;R-HSA-4647613;R-HSA-4647594;R-HSA-4647593;R-HSA-5693609"
R-HSA-5693606,"DNA Double Strand Break Response",2,61,0.005428495149951054,0.9181311317924976,0.9181311317924976,6,47,0.003551995163240629,9606,Homo sapiens,"P46736;P04637","P46736;P04637","R-HSA-5683735;R-HSA-69891;R-HSA-5693551;R-HSA-5683801;R-HSA-5683385;R-HSA-5693609"
R-HSA-198725,"Nuclear Events (kinase and transcription factor activation)",2,61,0.005428495149951054,0.9181311317924976,0.9181311317924976,6,48,0.0036275695284159614,9606,Homo sapiens,"P28482;P51812","P28482;P51812","R-HSA-199895;R-HSA-199959;R-HSA-203797;R-HSA-198756;R-HSA-198731;R-HSA-198746"
R-HSA-9013424,"RHOV GTPase cycle",1,37,0.0032926937794785084,0.9187215496906156,0.9187215496906156,1,2,1.5114873035066505E-4,9606,Homo sapiens,"P27986","P27986","R-HSA-9018794"
R-HSA-432720,"Lysosome Vesicle Biogenesis",1,37,0.0032926937794785084,0.9187215496906156,0.9187215496906156,2,8,6.045949214026602E-4,9606,Homo sapiens,"P05067","P05067","R-HSA-5229132;R-HSA-5229111"
R-HSA-5696399,"Global Genome Nucleotide Excision Repair (GG-NER)",3,84,0.0074753047966539116,0.9233661033365964,0.9233661033365964,17,20,0.0015114873035066505,9606,Homo sapiens,"P62877;P09874;P12004","P62877;P09874;P12004","R-HSA-5690996;R-HSA-5690997;R-HSA-5691006;R-HSA-5696670;R-HSA-5696664;R-HSA-5691000;R-HSA-5691001;R-HSA-6790487;R-HSA-6790454;R-HSA-5690213;R-HSA-5689317;R-HSA-5689861;R-HSA-5690990;R-HSA-6782943;R-HSA-5696655;R-HSA-5690991;R-HSA-5690988"
R-HSA-1483255,"PI Metabolism",3,84,0.0074753047966539116,0.9233661033365964,0.9233661033365964,2,84,0.0063482466747279325,9606,Homo sapiens,"O00459;P27986;Q92569","O00459;P27986;Q92569","R-HSA-1676109;R-HSA-1676048"
R-HSA-5083635,"Defective B3GALTL causes PpS",1,38,0.003381685503248198,0.9240609188156994,0.9240609188156994,1,1,7.557436517533252E-5,9606,Homo sapiens,"Q9UHI8","Q9UHI8","R-HSA-6785565"
R-HSA-190861,"Gap junction assembly",1,38,0.003381685503248198,0.9240609188156994,0.9240609188156994,9,16,0.0012091898428053204,9606,Homo sapiens,"P17302","P17302","R-HSA-191072;R-HSA-190662;R-HSA-190790;R-HSA-190788;R-HSA-190520;R-HSA-191737;R-HSA-190686;R-HSA-190782;R-HSA-190877"
R-HSA-110331,"Cleavage of the damaged purine",1,38,0.003381685503248198,0.9240609188156994,0.9240609188156994,3,9,6.801692865779928E-4,9606,Homo sapiens,"P29372","P29372","R-HSA-110248;R-HSA-110251;R-HSA-110250"
R-HSA-77289,"Mitochondrial Fatty Acid Beta-Oxidation",1,38,0.003381685503248198,0.9240609188156994,0.9240609188156994,3,47,0.003551995163240629,9606,Homo sapiens,"P11310","P11310","R-HSA-77345;R-HSA-77338;R-HSA-109341"
R-HSA-73857,"RNA Polymerase II Transcription",81,1380,0.1228085788021714,0.9260545094091011,0.9260545094091011,308,890,0.06726118500604594,9606,Homo sapiens,"P08514;O75469;P04637;P28482;P10275;P15692;Q07869;P02649;P62877;P05412;P56524;P07359;Q9Y478;Q03181;Q92769;P29466;P48443;O15530;P37231;Q00987;P01308;Q86YN6;P48556;P01106;P00533;Q13131;P24385;P14859;P19793;P35558;P35557;P51843;Q9UJU2;P03372;P08700;Q14353;P09874;P06401;P06400;O15350;P10827;P10828;Q14994;O15392;Q13224;P0DP23;Q13547;Q9BY41;Q06830;P12004;Q96HW7;P20701;P17612;P19838;P09086;P04150;P02776;P05121;P28702;P08235","P08514;P04637;P28482;P10275;P08235-2;P08235-1;P08235-4;P08235-3;P15692;Q07869;P02649;P62877;P05412;P56524;P07359;Q9Y478;Q03181;Q92769;P29466;P48443;O15530;P06401-2;P37231;Q00987;P01308;Q86YN6;P48556;P01106;P00533;Q13131;P24385;P14859;O75469-5;O75469-6;P19793;O75469-3;O75469-4;P04150-1;P04150-2;P35558;O75469-7;Q14994-1;P04150-3;P35557;Q14994-2;P04150-4;O75469-1;O75469-2;Q9UJU2;P03372;P08700;Q14353;P09874;P06401;P06400;O15350;P10827;P10828;O15392;Q13224;P51843-2;P0DP23;Q13547;Q9BY41;Q06830;P12004;Q96HW7;P04150-5;P20701;P04150-6;P17612;P04150-7;P04150-8;P04150-9;P19838;P09086;P04150;P02776;P05121;P51843-1;P28702","R-HSA-8936584;R-HSA-6799462;R-HSA-8937097;R-HSA-8931981;R-HSA-6805103;R-HSA-3222072;R-HSA-8864395;R-HSA-8951428;R-HSA-8937113;R-HSA-9623168;R-HSA-6805109;R-HSA-6791285;R-HSA-6805620;R-HSA-8937118;R-HSA-6810239;R-HSA-6810238;R-HSA-8951442;R-HSA-8951443;R-HSA-6810235;R-HSA-2187325;R-HSA-6791291;R-HSA-6810234;R-HSA-6810233;R-HSA-8936599;R-HSA-8939688;R-HSA-6799431;R-HSA-5689972;R-HSA-6805059;R-HSA-8936608;R-HSA-3341343;R-HSA-8864936;R-HSA-8939706;R-HSA-69685;R-HSA-3222020;R-HSA-6799441;R-HSA-8938174;R-HSA-8936628;R-HSA-8932020;R-HSA-8932021;R-HSA-6798374;R-HSA-3222128;R-HSA-6798373;R-HSA-8932033;R-HSA-6805035;R-HSA-8932037;R-HSA-9008326;R-HSA-8869590;R-HSA-3222116;R-HSA-6799409;R-HSA-3239014;R-HSA-9009362;R-HSA-6799418;R-HSA-6799416;R-HSA-6801415;R-HSA-6804998;R-HSA-9623280;R-HSA-6804996;R-HSA-9623281;R-HSA-2187330;R-HSA-8932076;R-HSA-376419;R-HSA-6800396;R-HSA-8932070;R-HSA-8952058;R-HSA-8952062;R-HSA-6805022;R-HSA-8932084;R-HSA-3222093;R-HSA-6801637;R-HSA-6805730;R-HSA-6804193;R-HSA-8865280;R-HSA-9021953;R-HSA-139913;R-HSA-6805740;R-HSA-6801641;R-HSA-8985627;R-HSA-6802165;R-HSA-6804724;R-HSA-382096;R-HSA-8936989;R-HSA-6791409;R-HSA-6805755;R-HSA-6802170;R-HSA-9625101;R-HSA-5632759;R-HSA-6795460;R-HSA-9006122;R-HSA-6798020;R-HSA-6791363;R-HSA-8985644;R-HSA-6801089;R-HSA-6798031;R-HSA-8936995;R-HSA-5632766;R-HSA-8865320;R-HSA-9009208;R-HSA-9625124;R-HSA-8952382;R-HSA-8937022;R-HSA-6795473;R-HSA-6804191;R-HSA-8952371;R-HSA-6804188;R-HSA-6791387;R-HSA-3700984;R-HSA-6792871;R-HSA-6814885;R-HSA-3222259;R-HSA-9017921;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-9625693;R-HSA-8952408;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-8949343;R-HSA-6801087;R-HSA-6805126;R-HSA-6805638;R-HSA-6791302;R-HSA-6805122;R-HSA-6800001;R-HSA-9020513;R-HSA-9017441;R-HSA-9017954;R-HSA-3222237;R-HSA-6791306;R-HSA-9625699;R-HSA-6805650;R-HSA-349426;R-HSA-6792863;R-HSA-6791327;R-HSA-2106586;R-HSA-6791323;R-HSA-5693609;R-HSA-6796647;R-HSA-4331331;R-HSA-3215152;R-HSA-8985485;R-HSA-8939904;R-HSA-349455;R-HSA-3790130;R-HSA-4331340;R-HSA-6796649;R-HSA-8853911;R-HSA-8937369;R-HSA-6811508;R-HSA-9022365;R-HSA-9006992;R-HSA-3215144;R-HSA-6800253;R-HSA-6806394;R-HSA-6800250;R-HSA-9022359;R-HSA-6806392;R-HSA-9005995;R-HSA-5632887;R-HSA-5632892;R-HSA-8939938;R-HSA-6811479;R-HSA-6814549;R-HSA-9009085;R-HSA-6814559;R-HSA-3700992;R-HSA-6814555;R-HSA-6814554;R-HSA-3700997;R-HSA-6803801;R-HSA-6805285;R-HSA-8853956;R-HSA-6801184;R-HSA-6798126;R-HSA-8853965;R-HSA-6792491;R-HSA-2186607;R-HSA-5629189;R-HSA-1484099;R-HSA-5629187;R-HSA-6798129;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6801209;R-HSA-6803719;R-HSA-6804741;R-HSA-6798082;R-HSA-6798081;R-HSA-9008110;R-HSA-6801166;R-HSA-9006050;R-HSA-8938981;R-HSA-350058;R-HSA-8865256;R-HSA-6798615;R-HSA-6798611;R-HSA-6804242;R-HSA-8865265;R-HSA-5633314;R-HSA-6804253;R-HSA-6805276;R-HSA-6804762;R-HSA-6805479;R-HSA-6799332;R-HSA-8956684;R-HSA-6803425;R-HSA-6798304;R-HSA-6803437;R-HSA-8956676;R-HSA-8952069;R-HSA-6803946;R-HSA-3215295;R-HSA-5631941;R-HSA-8939801;R-HSA-5628871;R-HSA-9008412;R-HSA-4411357;R-HSA-6799815;R-HSA-6797766;R-HSA-6791109;R-HSA-3215251;R-HSA-3857305;R-HSA-6800836;R-HSA-6797763;R-HSA-4411367;R-HSA-6793666;R-HSA-6804942;R-HSA-6803917;R-HSA-8874797;R-HSA-6801355;R-HSA-6803914;R-HSA-6798282;R-HSA-6804425;R-HSA-6807496;R-HSA-6803400;R-HSA-8986937;R-HSA-5628901;R-HSA-8957241;R-HSA-8986939;R-HSA-173488;R-HSA-6793685;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6803935;R-HSA-6805470;R-HSA-8935730;R-HSA-8935731;R-HSA-6804955;R-HSA-8935732;R-HSA-6798299;R-HSA-6804441;R-HSA-198599;R-HSA-6799777;R-HSA-3222006;R-HSA-5632914;R-HSA-8952128;R-HSA-8877902;R-HSA-5632924;R-HSA-5631903;R-HSA-9008475;R-HSA-5633414;R-HSA-6804402;R-HSA-9008479;R-HSA-9008478;R-HSA-5632386;R-HSA-6800816;R-HSA-6803391;R-HSA-5631885;R-HSA-8877918;R-HSA-8957265;R-HSA-6793661;R-HSA-6803388;R-HSA-6798268;R-HSA-5632393;R-HSA-5633460;R-HSA-6806405;R-HSA-8877922;R-HSA-9623415;R-HSA-6804879;R-HSA-6799246;R-HSA-6806413;R-HSA-6806412;R-HSA-3221982;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-8939900;R-HSA-6795667;R-HSA-5633441;R-HSA-6806419;R-HSA-6803858;R-HSA-6799761;R-HSA-6806417;R-HSA-6804383;R-HSA-6803871;R-HSA-380927;R-HSA-8938867;R-HSA-6804379;R-HSA-8985460;R-HSA-5632939;R-HSA-6806425;R-HSA-3215310"
R-HSA-5632684,"Hedgehog 'on' state",3,85,0.007564296520423601,0.9269832467632515,0.9269832467632515,13,37,0.0027962515114873035,9606,Homo sapiens,"P62877;P48556;Q99835","P62877;P48556;Q99835","R-HSA-5635856;R-HSA-5633040;R-HSA-5635859;R-HSA-5632668;R-HSA-5635868;R-HSA-5632671;R-HSA-5632670;R-HSA-5632667;R-HSA-5632679;R-HSA-5632672;R-HSA-5632674;R-HSA-5635855;R-HSA-5635854"
R-HSA-159227,"Transport of the SLBP independent Mature mRNA",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,3,3,2.2672309552599758E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-158481;R-HSA-158484;R-HSA-111439"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,2,2,1.5114873035066505E-4,9606,Homo sapiens,"Q9UHI8","Q9UHI8","R-HSA-5173005;R-HSA-5173192"
R-HSA-110313,"Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,24,28,0.002116082224909311,9606,Homo sapiens,"P12004","P12004","R-HSA-5653780;R-HSA-5655892;R-HSA-5656148;R-HSA-5653840;R-HSA-5656158;R-HSA-5655965;R-HSA-5653786;R-HSA-5655835;R-HSA-5653766;R-HSA-5653838;R-HSA-5654989;R-HSA-5653770;R-HSA-5654986;R-HSA-5654985;R-HSA-5652151;R-HSA-110307;R-HSA-110308;R-HSA-110311;R-HSA-5653756;R-HSA-5653754;R-HSA-110317;R-HSA-110316;R-HSA-110319;R-HSA-5656105"
R-HSA-4085377,"SUMOylation of SUMOylation proteins",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,2,5,3.7787182587666263E-4,9606,Homo sapiens,"P35658","P35658","R-HSA-4551649;R-HSA-4551679"
R-HSA-73927,"Depurination",1,39,0.0034706772270178873,0.929049962957807,0.929049962957807,6,19,0.001435912938331318,9606,Homo sapiens,"P29372","P29372","R-HSA-110240;R-HSA-110248;R-HSA-110251;R-HSA-110250;R-HSA-110239;R-HSA-110238"
